user_id;0;1;2;3;4;5
1116;Ozark;Elite;Chernobyl;;;
1117;Sherlock;La Casa de Papel;Ozark;;;
1118;La Casa de Papel;Lucifer;Narcos;;;
1119;Narcos;You;Dark;;;
1120;Chernobyl;Vikings;Lucifer;;;
1121;You;La Casa de Papel;The Office;Mindhunter;The Walking Dead;
1122;House of Cards;The Umbrella Academy;;;;
1123;The Walking Dead;Friends;;;;
1124;Sex Education;Brooklyn Nine-Nine;;;;
1125;The Witcher;Ozark;House of Cards;Vikings;The Umbrella Academy;
1126;The Mandalorian;Elite;Brooklyn Nine-Nine;Breaking Bad;The Witcher;The Boys
1127;Sherlock;Lucifer;;;;
1128;Narcos;Black Mirror;Dark;Stranger Things;;
1129;The Office;Peaky Blinders;Narcos;Ozark;Lucifer;
1130;Black Mirror;How I Met Your Mother;;;;
1131;Friends;Chernobyl;;;;
1132;Lucifer;Game of Thrones;Narcos;The Office;How I Met Your Mother;
1133;Chernobyl;Game of Thrones;La Casa de Papel;;;
1134;The Umbrella Academy;Brooklyn Nine-Nine;The Walking Dead;Narcos;;
1135;Breaking Bad;The Crown;Sherlock;House of Cards;;
1136;Mindhunter;Black Mirror;;;;
1137;La Casa de Papel;House of Cards;Friends;Lucifer;Sherlock;Narcos
1138;Game of Thrones;Vikings;House of Cards;Narcos;;
1139;Friends;The Crown;;;;
1140;Stranger Things;Sex Education;You;The Boys;Lucifer;
1141;Brooklyn Nine-Nine;Peaky Blinders;How I Met Your Mother;You;Friends;
1142;Stranger Things;Sex Education;;;;
1143;Dark;Vikings;Friends;Ozark;Sex Education;Elite
1144;Peaky Blinders;La Casa de Papel;Narcos;The Crown;You;
1145;Elite;You;;;;
1146;Sherlock;Better Call Saul;The Walking Dead;Friends;Peaky Blinders;The Crown
1147;Dark;Peaky Blinders;The Witcher;Game of Thrones;Sex Education;
1148;Elite;The Umbrella Academy;Lucifer;Sex Education;;
1149;Black Mirror;Chernobyl;Game of Thrones;Peaky Blinders;;
1150;Lucifer;Rick and Morty;Breaking Bad;The Umbrella Academy;;
1151;Lucifer;Mindhunter;Friends;The Walking Dead;The Witcher;Breaking Bad
1152;Black Mirror;Game of Thrones;Stranger Things;Dark;;
1153;The Witcher;Lucifer;Ozark;Narcos;Breaking Bad;Sex Education
1154;Rick and Morty;Narcos;Game of Thrones;Elite;Stranger Things;
1155;Mindhunter;Vikings;Black Mirror;Breaking Bad;The Umbrella Academy;
1156;House of Cards;Lucifer;Narcos;Vikings;Breaking Bad;You
1157;Peaky Blinders;La Casa de Papel;Black Mirror;Chernobyl;;
1158;Friends;The Boys;Better Call Saul;;;
1159;Friends;Sherlock;Peaky Blinders;Rick and Morty;The Crown;
1160;Sex Education;You;The Boys;Lucifer;Breaking Bad;Elite
1161;Game of Thrones;Dark;The Crown;;;
1162;Ozark;The Boys;The Crown;;;
1163;Breaking Bad;Stranger Things;How I Met Your Mother;;;
1164;Peaky Blinders;Game of Thrones;;;;
1165;Elite;Breaking Bad;;;;
1166;How I Met Your Mother;Rick and Morty;;;;
1167;Ozark;Sherlock;You;Dark;Elite;The Mandalorian
1168;Vikings;House of Cards;Brooklyn Nine-Nine;Lucifer;;
1169;Peaky Blinders;Black Mirror;Game of Thrones;Sex Education;The Office;
1170;Game of Thrones;The Witcher;Dark;Sex Education;Sherlock;
1171;Chernobyl;Better Call Saul;The Crown;You;Sherlock;The Boys
1172;Brooklyn Nine-Nine;Vikings;Sherlock;;;
1173;Game of Thrones;Dark;;;;
1174;Breaking Bad;Elite;;;;
1175;La Casa de Papel;Better Call Saul;;;;
1176;The Office;Sex Education;;;;
1177;Narcos;Lucifer;Chernobyl;House of Cards;;
1178;The Crown;Sherlock;Chernobyl;You;Breaking Bad;
1179;Game of Thrones;Black Mirror;The Witcher;Rick and Morty;You;
1180;Better Call Saul;Breaking Bad;How I Met Your Mother;Brooklyn Nine-Nine;Black Mirror;
1181;Vikings;The Umbrella Academy;;;;
1182;Dark;You;Narcos;Rick and Morty;;
1183;Elite;Rick and Morty;Mindhunter;;;
1184;Vikings;Mindhunter;Game of Thrones;;;
1185;Stranger Things;The Walking Dead;You;Vikings;Dark;Brooklyn Nine-Nine
1186;House of Cards;Brooklyn Nine-Nine;Better Call Saul;Rick and Morty;Lucifer;
1187;Elite;The Crown;Brooklyn Nine-Nine;;;
1188;Dark;The Walking Dead;How I Met Your Mother;;;
1189;You;Narcos;The Walking Dead;Ozark;;
1190;Sex Education;House of Cards;The Witcher;Ozark;The Crown;Better Call Saul
1191;The Crown;The Mandalorian;Dark;;;
1192;House of Cards;Stranger Things;Better Call Saul;;;
1193;You;Chernobyl;Peaky Blinders;;;
1194;The Office;Brooklyn Nine-Nine;How I Met Your Mother;The Witcher;Narcos;Black Mirror
1195;La Casa de Papel;How I Met Your Mother;The Walking Dead;;;
1196;Stranger Things;Dark;Breaking Bad;Elite;;
1197;The Walking Dead;Sex Education;The Boys;;;
1198;La Casa de Papel;Friends;The Mandalorian;Brooklyn Nine-Nine;Breaking Bad;Mindhunter
1199;The Walking Dead;Rick and Morty;Sex Education;Narcos;How I Met Your Mother;Lucifer
1200;Vikings;Chernobyl;Friends;Lucifer;Game of Thrones;The Umbrella Academy
1201;The Boys;Narcos;Sherlock;House of Cards;The Umbrella Academy;
1202;Friends;Ozark;;;;
1203;Sherlock;Lucifer;;;;
1204;The Walking Dead;The Mandalorian;House of Cards;How I Met Your Mother;You;Elite
1205;Breaking Bad;Mindhunter;;;;
1206;The Crown;Lucifer;Stranger Things;Dark;Game of Thrones;
1207;The Umbrella Academy;Sherlock;Brooklyn Nine-Nine;;;
1208;The Office;Sherlock;Ozark;Friends;;
1209;Lucifer;The Umbrella Academy;;;;
1210;The Crown;Breaking Bad;You;Ozark;House of Cards;
1211;Lucifer;La Casa de Papel;The Office;;;
1212;Friends;Brooklyn Nine-Nine;;;;
1213;Black Mirror;The Office;How I Met Your Mother;Peaky Blinders;Chernobyl;The Witcher
1214;Sex Education;Mindhunter;Brooklyn Nine-Nine;Game of Thrones;Sherlock;Better Call Saul
1215;Vikings;Sex Education;Narcos;The Crown;The Umbrella Academy;
1216;La Casa de Papel;Rick and Morty;The Boys;Black Mirror;Elite;You
1217;You;The Witcher;Breaking Bad;The Mandalorian;Friends;The Crown
1218;Dark;Stranger Things;Ozark;The Crown;Vikings;
1219;The Walking Dead;The Office;You;;;
1220;Breaking Bad;Rick and Morty;Lucifer;How I Met Your Mother;Better Call Saul;Peaky Blinders
1221;Better Call Saul;You;Breaking Bad;Sherlock;Rick and Morty;Elite
1222;Narcos;Breaking Bad;Chernobyl;;;
1223;Breaking Bad;Rick and Morty;Better Call Saul;;;
1224;Stranger Things;Narcos;Elite;Lucifer;Peaky Blinders;Brooklyn Nine-Nine
1225;How I Met Your Mother;Elite;House of Cards;Ozark;Vikings;
1226;The Walking Dead;Stranger Things;Sex Education;Game of Thrones;;
1227;The Umbrella Academy;You;;;;
1228;Sex Education;The Umbrella Academy;Rick and Morty;Peaky Blinders;;
1229;Sherlock;The Walking Dead;The Witcher;Chernobyl;Vikings;Lucifer
1230;House of Cards;Peaky Blinders;Chernobyl;Breaking Bad;How I Met Your Mother;Sex Education
1231;Breaking Bad;The Mandalorian;How I Met Your Mother;;;
1232;Brooklyn Nine-Nine;Sex Education;Lucifer;Peaky Blinders;Better Call Saul;
1233;How I Met Your Mother;Lucifer;Ozark;Peaky Blinders;;
1234;Breaking Bad;Rick and Morty;;;;
1235;The Crown;Lucifer;The Witcher;Brooklyn Nine-Nine;Friends;The Walking Dead
1236;Sherlock;The Office;The Walking Dead;Peaky Blinders;How I Met Your Mother;Rick and Morty
1237;La Casa de Papel;Sherlock;The Crown;Better Call Saul;;
1238;La Casa de Papel;The Office;;;;
1239;You;The Mandalorian;The Witcher;Better Call Saul;Peaky Blinders;Lucifer
1240;Elite;Better Call Saul;Brooklyn Nine-Nine;Ozark;;
1241;The Mandalorian;Chernobyl;The Crown;Mindhunter;The Umbrella Academy;
1242;Sherlock;The Witcher;The Crown;Vikings;Black Mirror;
1243;Sex Education;The Witcher;The Office;;;
1244;The Walking Dead;The Witcher;The Boys;Better Call Saul;;
1245;Peaky Blinders;Ozark;;;;
1246;You;La Casa de Papel;The Mandalorian;;;
1247;Game of Thrones;Black Mirror;Peaky Blinders;;;
1248;The Crown;Stranger Things;;;;
1249;Mindhunter;The Crown;How I Met Your Mother;Better Call Saul;Sex Education;
1250;Lucifer;The Boys;Sherlock;Sex Education;Black Mirror;Breaking Bad
1251;The Mandalorian;The Witcher;Stranger Things;;;
1252;Sex Education;Elite;The Office;;;
1253;Sex Education;How I Met Your Mother;Chernobyl;The Mandalorian;;
1254;You;Vikings;Ozark;;;
1255;The Mandalorian;Game of Thrones;Dark;The Witcher;The Office;Black Mirror
1256;Sherlock;The Witcher;Dark;Game of Thrones;Mindhunter;
1257;House of Cards;Rick and Morty;Stranger Things;The Umbrella Academy;;
1258;Mindhunter;The Boys;Elite;Stranger Things;;
1259;Ozark;The Crown;The Mandalorian;Game of Thrones;Chernobyl;The Umbrella Academy
1260;Game of Thrones;Breaking Bad;;;;
1261;Lucifer;The Office;La Casa de Papel;;;
1262;Ozark;Narcos;;;;
1263;The Crown;Peaky Blinders;The Mandalorian;;;
1264;Lucifer;La Casa de Papel;Mindhunter;;;
1265;Peaky Blinders;Chernobyl;;;;
1266;How I Met Your Mother;Sex Education;;;;
1267;Breaking Bad;The Crown;Chernobyl;;;
1268;The Boys;Chernobyl;Brooklyn Nine-Nine;;;
1269;The Witcher;How I Met Your Mother;Stranger Things;;;
1270;Vikings;The Witcher;Ozark;;;
1271;The Mandalorian;Brooklyn Nine-Nine;Lucifer;House of Cards;;
1272;You;Mindhunter;The Walking Dead;House of Cards;Rick and Morty;Breaking Bad
1273;Peaky Blinders;The Witcher;Better Call Saul;The Walking Dead;;
1274;The Witcher;The Mandalorian;The Office;Chernobyl;House of Cards;Sex Education
1275;Dark;Black Mirror;The Umbrella Academy;The Mandalorian;Stranger Things;Game of Thrones
1276;Friends;Chernobyl;Sex Education;;;
1277;Black Mirror;Mindhunter;Vikings;You;Sex Education;The Office
1278;La Casa de Papel;Ozark;Narcos;Peaky Blinders;House of Cards;Better Call Saul
1279;Better Call Saul;Breaking Bad;Ozark;Sherlock;Game of Thrones;
1280;Rick and Morty;La Casa de Papel;;;;
1281;Rick and Morty;Game of Thrones;Sherlock;The Boys;Black Mirror;Brooklyn Nine-Nine
1282;Chernobyl;Rick and Morty;The Mandalorian;;;
1283;Narcos;Elite;Vikings;;;
1284;Black Mirror;Lucifer;The Mandalorian;Brooklyn Nine-Nine;Breaking Bad;The Crown
1285;You;The Mandalorian;Peaky Blinders;The Walking Dead;How I Met Your Mother;Friends
1286;The Walking Dead;Brooklyn Nine-Nine;Dark;Breaking Bad;;
1287;The Crown;Narcos;;;;
1288;Breaking Bad;Sex Education;House of Cards;Elite;Dark;The Office
1289;The Umbrella Academy;Game of Thrones;;;;
1290;Stranger Things;Brooklyn Nine-Nine;Rick and Morty;;;
1291;The Mandalorian;Stranger Things;Chernobyl;;;
1292;The Boys;The Witcher;Chernobyl;Stranger Things;Lucifer;The Crown
1293;Narcos;Rick and Morty;Mindhunter;Sex Education;Lucifer;
1294;Brooklyn Nine-Nine;Rick and Morty;The Crown;The Mandalorian;Better Call Saul;
1295;How I Met Your Mother;Vikings;Game of Thrones;Narcos;;
1296;Narcos;Elite;Sex Education;The Boys;Rick and Morty;
1297;House of Cards;The Mandalorian;;;;
1298;Rick and Morty;Breaking Bad;Elite;Sex Education;The Walking Dead;
1299;Better Call Saul;Stranger Things;How I Met Your Mother;;;
1300;The Office;You;The Crown;Sex Education;;
1301;Chernobyl;The Office;Lucifer;;;
1302;Rick and Morty;Ozark;You;How I Met Your Mother;Better Call Saul;The Umbrella Academy
1303;The Office;House of Cards;Sex Education;Narcos;;
1304;Lucifer;Sherlock;Black Mirror;The Office;Narcos;
1305;How I Met Your Mother;Stranger Things;The Witcher;The Office;La Casa de Papel;Lucifer
1306;Stranger Things;The Walking Dead;You;Ozark;;
1307;Dark;You;Lucifer;Vikings;Black Mirror;
1308;How I Met Your Mother;Stranger Things;The Crown;Lucifer;;
1309;Sex Education;Brooklyn Nine-Nine;Elite;Narcos;;
1310;Lucifer;Sex Education;La Casa de Papel;Breaking Bad;The Office;
1311;Black Mirror;Breaking Bad;Vikings;The Crown;Sex Education;
1312;Friends;Sherlock;;;;
1313;La Casa de Papel;The Office;Dark;You;The Boys;
1314;Sex Education;Narcos;Breaking Bad;Peaky Blinders;Sherlock;
1315;Stranger Things;The Crown;Dark;Narcos;;
1316;Sherlock;Mindhunter;The Office;Peaky Blinders;The Umbrella Academy;Stranger Things
1317;Better Call Saul;Vikings;;;;
1318;The Witcher;Sherlock;;;;
1319;Dark;The Witcher;Vikings;House of Cards;;
1320;The Witcher;The Office;Lucifer;The Crown;;
1321;Vikings;Elite;Better Call Saul;;;
1322;You;Stranger Things;Breaking Bad;;;
1323;Friends;The Boys;Ozark;La Casa de Papel;Brooklyn Nine-Nine;
1324;Breaking Bad;La Casa de Papel;;;;
1325;Mindhunter;The Witcher;Narcos;Peaky Blinders;La Casa de Papel;The Umbrella Academy
1326;Black Mirror;Mindhunter;Stranger Things;The Witcher;Sherlock;The Walking Dead
1327;Sex Education;Stranger Things;Game of Thrones;Sherlock;Rick and Morty;
1328;How I Met Your Mother;The Witcher;Sex Education;;;
1329;Lucifer;The Boys;The Mandalorian;;;
1330;House of Cards;Ozark;Sex Education;How I Met Your Mother;Breaking Bad;The Crown
1331;House of Cards;The Umbrella Academy;Friends;Better Call Saul;La Casa de Papel;
1332;The Mandalorian;House of Cards;;;;
1333;Peaky Blinders;How I Met Your Mother;;;;
1334;Better Call Saul;The Walking Dead;Narcos;Stranger Things;Friends;
1335;Mindhunter;Ozark;Game of Thrones;The Umbrella Academy;How I Met Your Mother;La Casa de Papel
1336;Mindhunter;You;;;;
1337;Game of Thrones;La Casa de Papel;;;;
1338;The Walking Dead;The Boys;You;Rick and Morty;Vikings;
1339;Peaky Blinders;Game of Thrones;Stranger Things;The Office;Better Call Saul;Lucifer
1340;You;Chernobyl;Sex Education;;;
1341;Better Call Saul;The Boys;Chernobyl;Rick and Morty;Friends;La Casa de Papel
1342;Ozark;Stranger Things;Elite;The Walking Dead;;
1343;Friends;You;Sherlock;Rick and Morty;Better Call Saul;
1344;The Boys;La Casa de Papel;Dark;The Witcher;;
1345;Mindhunter;Sex Education;Peaky Blinders;The Crown;Narcos;
1346;La Casa de Papel;Sherlock;Breaking Bad;The Witcher;Ozark;
1347;The Walking Dead;Chernobyl;House of Cards;Better Call Saul;;
1348;Ozark;The Office;Vikings;How I Met Your Mother;Chernobyl;
1349;The Witcher;Brooklyn Nine-Nine;Sherlock;;;
1350;Black Mirror;Narcos;Peaky Blinders;Game of Thrones;;
1351;The Office;Lucifer;;;;
1352;The Office;Dark;Peaky Blinders;;;
1353;Dark;How I Met Your Mother;Elite;Peaky Blinders;;
1354;Peaky Blinders;Sex Education;The Mandalorian;Game of Thrones;The Crown;La Casa de Papel
1355;Ozark;The Umbrella Academy;Narcos;The Mandalorian;Elite;
1356;Breaking Bad;Dark;Stranger Things;Peaky Blinders;;
1357;Mindhunter;The Walking Dead;Better Call Saul;The Office;;
1358;The Office;Peaky Blinders;The Walking Dead;Lucifer;;
1359;Ozark;House of Cards;The Walking Dead;Game of Thrones;;
1360;Vikings;You;;;;
1361;Better Call Saul;Sex Education;Elite;La Casa de Papel;Ozark;
1362;How I Met Your Mother;La Casa de Papel;Peaky Blinders;Rick and Morty;;
1363;You;The Witcher;The Umbrella Academy;Rick and Morty;Breaking Bad;Ozark
1364;The Boys;The Mandalorian;The Crown;;;
1365;Dark;Sherlock;Breaking Bad;The Walking Dead;;
1366;The Crown;Game of Thrones;Rick and Morty;;;
1367;Mindhunter;Peaky Blinders;The Mandalorian;Game of Thrones;;
1368;Lucifer;Brooklyn Nine-Nine;;;;
1369;Elite;You;Narcos;Rick and Morty;Sex Education;The Witcher
1370;How I Met Your Mother;Black Mirror;The Umbrella Academy;;;
1371;Mindhunter;Brooklyn Nine-Nine;;;;
1372;You;Game of Thrones;Rick and Morty;The Walking Dead;;
1373;Lucifer;Game of Thrones;;;;
1374;You;The Boys;Vikings;;;
1375;Lucifer;The Crown;Narcos;;;
1376;Ozark;Lucifer;How I Met Your Mother;Stranger Things;;
1377;Brooklyn Nine-Nine;The Crown;Breaking Bad;;;
1378;The Mandalorian;Breaking Bad;;;;
1379;House of Cards;Friends;How I Met Your Mother;The Umbrella Academy;The Walking Dead;
1380;Elite;Narcos;;;;
1381;Peaky Blinders;The Boys;;;;
1382;Breaking Bad;Vikings;Mindhunter;The Witcher;;
1383;Sex Education;Rick and Morty;The Mandalorian;;;
1384;Friends;Sex Education;Chernobyl;Narcos;;
1385;Dark;Sex Education;Rick and Morty;Mindhunter;Vikings;
1386;The Office;Lucifer;Vikings;;;
1387;You;Better Call Saul;Friends;The Crown;Dark;
1388;You;The Witcher;The Office;Breaking Bad;Sex Education;
1389;The Walking Dead;La Casa de Papel;Mindhunter;Stranger Things;Sherlock;
1390;La Casa de Papel;Sherlock;;;;
1391;The Mandalorian;Ozark;The Umbrella Academy;La Casa de Papel;Peaky Blinders;Elite
1392;Elite;The Boys;Vikings;Narcos;Sex Education;
1393;Rick and Morty;Breaking Bad;Narcos;;;
1394;Mindhunter;Elite;;;;
1395;Sex Education;Mindhunter;Chernobyl;Ozark;;
1396;Stranger Things;Brooklyn Nine-Nine;;;;
1397;Elite;Chernobyl;The Walking Dead;Better Call Saul;;
1398;Black Mirror;The Witcher;Ozark;;;
1399;Breaking Bad;The Witcher;The Crown;;;
1400;Sex Education;Black Mirror;Brooklyn Nine-Nine;The Witcher;Narcos;The Mandalorian
1401;Sherlock;Stranger Things;Elite;;;
1402;You;Breaking Bad;The Office;Vikings;La Casa de Papel;
1403;Better Call Saul;Friends;Narcos;Sherlock;;
1404;The Boys;You;;;;
1405;Sherlock;You;Stranger Things;Dark;House of Cards;Brooklyn Nine-Nine
1406;The Mandalorian;House of Cards;Lucifer;The Witcher;;
1407;Stranger Things;How I Met Your Mother;Vikings;Dark;;
1408;Peaky Blinders;The Boys;Rick and Morty;Chernobyl;The Mandalorian;
1409;Breaking Bad;Black Mirror;Mindhunter;Dark;Better Call Saul;Sex Education
1410;Dark;The Umbrella Academy;Breaking Bad;;;
1411;You;Stranger Things;;;;
1412;Stranger Things;Sex Education;Elite;Game of Thrones;;
1413;The Mandalorian;Brooklyn Nine-Nine;Game of Thrones;The Boys;Friends;Lucifer
1414;Peaky Blinders;Game of Thrones;Breaking Bad;;;
1415;The Office;Brooklyn Nine-Nine;Friends;Mindhunter;The Walking Dead;
1416;The Umbrella Academy;Lucifer;Elite;;;
1417;Breaking Bad;Vikings;Stranger Things;You;House of Cards;Sherlock
1418;Sex Education;Black Mirror;;;;
1419;La Casa de Papel;Elite;Friends;Black Mirror;House of Cards;
1420;Lucifer;The Walking Dead;Peaky Blinders;;;
1421;House of Cards;The Mandalorian;Sex Education;The Walking Dead;Game of Thrones;Rick and Morty
1422;The Office;Chernobyl;Friends;The Umbrella Academy;Black Mirror;Game of Thrones
1423;Ozark;The Crown;La Casa de Papel;Vikings;Elite;
1424;Mindhunter;The Crown;Better Call Saul;La Casa de Papel;;
1425;The Office;Narcos;Sex Education;;;
1426;The Witcher;The Crown;Rick and Morty;;;
1427;The Mandalorian;The Boys;Chernobyl;Dark;Game of Thrones;
1428;Lucifer;Ozark;Peaky Blinders;La Casa de Papel;Vikings;Mindhunter
1429;Mindhunter;La Casa de Papel;Dark;House of Cards;The Mandalorian;How I Met Your Mother
1430;The Walking Dead;Stranger Things;;;;
1431;Better Call Saul;The Walking Dead;The Mandalorian;;;
1432;The Umbrella Academy;Narcos;Friends;;;
1433;House of Cards;The Boys;The Mandalorian;Elite;Stranger Things;
1434;Chernobyl;You;Ozark;The Umbrella Academy;;
1435;Stranger Things;Mindhunter;Sex Education;House of Cards;;
1436;Chernobyl;Better Call Saul;;;;
1437;Better Call Saul;The Boys;Mindhunter;House of Cards;Sherlock;The Umbrella Academy
1438;Dark;The Witcher;Better Call Saul;Peaky Blinders;The Boys;Sex Education
1439;Elite;The Crown;La Casa de Papel;;;
1440;The Crown;Narcos;Elite;;;
1441;Better Call Saul;Ozark;Black Mirror;Friends;La Casa de Papel;You
1442;Dark;You;How I Met Your Mother;Elite;The Crown;Peaky Blinders
1443;You;Better Call Saul;La Casa de Papel;Narcos;House of Cards;
1444;Chernobyl;La Casa de Papel;Peaky Blinders;;;
1445;Lucifer;Vikings;Sex Education;How I Met Your Mother;Dark;
1446;The Crown;Vikings;The Office;The Boys;The Walking Dead;
1447;Black Mirror;Stranger Things;Brooklyn Nine-Nine;Friends;The Walking Dead;
1448;Dark;Elite;The Office;The Umbrella Academy;Breaking Bad;
1449;Elite;The Walking Dead;Dark;Ozark;;
1450;Elite;The Walking Dead;Stranger Things;;;
1451;Dark;Rick and Morty;Elite;How I Met Your Mother;;
1452;Narcos;You;Elite;Rick and Morty;Better Call Saul;
1453;Lucifer;The Mandalorian;Brooklyn Nine-Nine;The Crown;Stranger Things;Narcos
1454;Ozark;Stranger Things;The Walking Dead;;;
1455;The Witcher;Peaky Blinders;The Boys;Narcos;;
1456;Lucifer;The Umbrella Academy;;;;
1457;Chernobyl;Elite;The Umbrella Academy;You;How I Met Your Mother;
1458;Stranger Things;Brooklyn Nine-Nine;You;House of Cards;The Mandalorian;
1459;The Mandalorian;Vikings;The Witcher;Lucifer;Chernobyl;You
1460;You;The Boys;Peaky Blinders;Breaking Bad;Chernobyl;Better Call Saul
1461;Chernobyl;The Boys;Peaky Blinders;Breaking Bad;The Mandalorian;
1462;Friends;Lucifer;Sex Education;;;
1463;Black Mirror;Ozark;The Crown;Breaking Bad;;
1464;Vikings;Sherlock;The Boys;The Umbrella Academy;Sex Education;Friends
1465;Stranger Things;Peaky Blinders;The Office;Vikings;Dark;
1466;Mindhunter;Peaky Blinders;The Witcher;The Office;House of Cards;
1467;Game of Thrones;Dark;Brooklyn Nine-Nine;;;
1468;La Casa de Papel;Better Call Saul;Dark;Mindhunter;;
1469;Lucifer;Rick and Morty;Narcos;The Office;Peaky Blinders;
1470;Mindhunter;Black Mirror;The Walking Dead;The Crown;You;
1471;The Boys;Narcos;;;;
1472;Lucifer;La Casa de Papel;Breaking Bad;The Crown;The Walking Dead;
1473;You;Narcos;;;;
1474;The Witcher;Vikings;Brooklyn Nine-Nine;Lucifer;The Boys;The Office
1475;The Walking Dead;The Crown;Elite;Stranger Things;You;
1476;Brooklyn Nine-Nine;The Crown;;;;
1477;La Casa de Papel;Brooklyn Nine-Nine;Friends;Ozark;;
1478;The Crown;Vikings;Mindhunter;You;;
1479;Brooklyn Nine-Nine;Elite;The Boys;;;
1480;The Office;Ozark;;;;
1481;The Walking Dead;House of Cards;Mindhunter;Peaky Blinders;;
1482;You;Stranger Things;The Office;House of Cards;Elite;Black Mirror
1483;Narcos;Better Call Saul;Sex Education;Breaking Bad;;
1484;Better Call Saul;The Mandalorian;Chernobyl;Rick and Morty;House of Cards;Sex Education
1485;The Boys;House of Cards;You;;;
1486;The Witcher;Stranger Things;The Crown;Dark;;
1487;Black Mirror;Breaking Bad;The Umbrella Academy;;;
1488;The Office;Dark;;;;
1489;Sherlock;Ozark;Vikings;Black Mirror;Breaking Bad;
1490;Lucifer;Game of Thrones;Stranger Things;;;
1491;You;The Mandalorian;Sex Education;Game of Thrones;;
1492;The Boys;Vikings;The Mandalorian;Black Mirror;;
1493;The Mandalorian;Better Call Saul;;;;
1494;Sherlock;Ozark;Dark;;;
1495;Sex Education;Elite;Lucifer;Mindhunter;;
1496;Ozark;The Walking Dead;Brooklyn Nine-Nine;;;
1497;Lucifer;Stranger Things;Rick and Morty;Brooklyn Nine-Nine;House of Cards;
1498;Breaking Bad;Sherlock;You;Narcos;;
1499;The Witcher;Better Call Saul;Black Mirror;The Mandalorian;;
1500;Narcos;The Witcher;Mindhunter;The Office;La Casa de Papel;Black Mirror
1501;Narcos;Better Call Saul;How I Met Your Mother;;;
1502;Black Mirror;The Boys;The Mandalorian;;;
1503;Sex Education;The Boys;The Witcher;Mindhunter;Ozark;Lucifer
1504;How I Met Your Mother;Friends;Peaky Blinders;Sex Education;Chernobyl;
1505;How I Met Your Mother;House of Cards;You;;;
1506;Black Mirror;The Crown;Vikings;;;
1507;Game of Thrones;Friends;;;;
1508;Chernobyl;The Crown;Sex Education;Ozark;;
1509;Black Mirror;The Office;The Umbrella Academy;The Crown;;
1510;Narcos;Brooklyn Nine-Nine;The Crown;The Office;Friends;Better Call Saul
1511;House of Cards;Sherlock;Friends;Rick and Morty;;
1512;Lucifer;Narcos;The Witcher;Better Call Saul;Rick and Morty;
1513;Dark;Narcos;Game of Thrones;The Boys;;
1514;Brooklyn Nine-Nine;Friends;The Witcher;Sex Education;The Mandalorian;Chernobyl
1515;Black Mirror;Ozark;The Boys;Elite;Sex Education;Breaking Bad
1516;Better Call Saul;Breaking Bad;Game of Thrones;House of Cards;Sex Education;
1517;The Walking Dead;Better Call Saul;Dark;The Office;La Casa de Papel;
1518;Narcos;Better Call Saul;The Office;;;
1519;Game of Thrones;Elite;;;;
1520;The Mandalorian;Elite;Black Mirror;The Umbrella Academy;Vikings;Breaking Bad
1521;Sex Education;La Casa de Papel;Elite;Brooklyn Nine-Nine;Rick and Morty;
1522;Friends;Rick and Morty;You;House of Cards;;
1523;Black Mirror;Lucifer;The Mandalorian;;;
1524;Friends;Chernobyl;The Office;;;
1525;Mindhunter;Better Call Saul;Vikings;The Mandalorian;;
1526;You;Vikings;Sex Education;Better Call Saul;Game of Thrones;Chernobyl
1527;The Walking Dead;You;Black Mirror;Sex Education;The Boys;Mindhunter
1528;Ozark;Sex Education;Rick and Morty;Better Call Saul;;
1529;Rick and Morty;The Mandalorian;Mindhunter;Elite;Lucifer;Narcos
1530;The Crown;Game of Thrones;The Boys;Dark;;
1531;Sex Education;How I Met Your Mother;You;Game of Thrones;;
1532;Narcos;Chernobyl;;;;
1533;Game of Thrones;The Mandalorian;Mindhunter;;;
1534;The Office;Peaky Blinders;Narcos;The Witcher;;
1535;Narcos;Vikings;The Walking Dead;;;
1536;Friends;Stranger Things;Sherlock;Vikings;Mindhunter;Dark
1537;You;The Crown;Dark;Lucifer;Brooklyn Nine-Nine;
1538;Friends;The Boys;The Crown;The Umbrella Academy;Chernobyl;
1539;Brooklyn Nine-Nine;Lucifer;You;The Walking Dead;;
1540;Ozark;Peaky Blinders;Better Call Saul;Lucifer;Dark;How I Met Your Mother
1541;Elite;Breaking Bad;The Boys;;;
1542;The Umbrella Academy;Better Call Saul;The Witcher;Sex Education;Friends;Black Mirror
1543;Lucifer;The Witcher;Better Call Saul;Ozark;Black Mirror;Stranger Things
1544;Vikings;The Walking Dead;Sex Education;Sherlock;Ozark;
1545;How I Met Your Mother;Game of Thrones;;;;
1546;Black Mirror;The Mandalorian;The Witcher;;;
1547;Mindhunter;Game of Thrones;Vikings;;;
1548;Breaking Bad;Friends;Ozark;How I Met Your Mother;Dark;
1549;Breaking Bad;The Crown;The Umbrella Academy;Better Call Saul;;
1550;Peaky Blinders;Lucifer;;;;
1551;Sex Education;Ozark;Narcos;How I Met Your Mother;La Casa de Papel;The Mandalorian
1552;Dark;Peaky Blinders;La Casa de Papel;Narcos;Sherlock;
1553;Sex Education;The Umbrella Academy;Better Call Saul;Friends;La Casa de Papel;Narcos
1554;Narcos;How I Met Your Mother;Breaking Bad;;;
1555;The Witcher;The Crown;;;;
1556;Friends;Sex Education;Black Mirror;The Umbrella Academy;;
